price_bucket,trades,pnl,win_rate,avg_edge
"(0.0, 0.2]",424,-206.2699999999994,0.13443396226415094,0.055428948804304636
"(0.2, 0.4]",796,12779.38,0.35678391959798994,0.05191631427459025
"(0.4, 0.6]",1920,15819.909999999989,0.5515625,0.05312432109135868
"(0.6, 0.8]",1405,13113.780000000004,0.7323843416370107,0.05378861860943863
"(0.8, 1.0]",525,3399.756,0.8666666666666667,0.04500361584504259
