dow,trades,pnl,win_rate,avg_edge
0,1860,6738.229999999995,0.571505376344086,0.0469549035937149
1,1853,9353.869999999995,0.5731246627091203,0.04687363260588446
2,1853,19845.639999999992,0.5774419859686994,0.0468414754033425
3,1912,7865.509999999996,0.5794979079497908,0.046694690148837044
4,1852,10065.259999999997,0.57829373650108,0.04791684125145679
5,1831,23781.089999999997,0.5750955761878754,0.049830639154042684
6,1898,28879.079999999994,0.5816649104320337,0.04941130349849038
