close_time,bankroll_after,pnl
2025-12-31 23:15:00+00:00,10044.08,44.079999999999984
2025-12-31 23:30:00+00:00,10133.98,89.9
2025-12-31 23:45:00+00:00,9923.92,-210.05999999999997
2026-01-01 00:30:00+00:00,9962.18,38.26
2026-01-01 00:45:00+00:00,10064.4,102.22000000000003
2026-01-01 01:15:00+00:00,10100.39,35.98999999999998
2026-01-01 01:30:00+00:00,10448.18,347.79
2026-01-01 01:45:00+00:00,10529.2,81.02
2026-01-01 02:15:00+00:00,10314.37,-214.82999999999998
2026-01-01 02:30:00+00:00,10406.710000000001,92.34
2026-01-01 02:45:00+00:00,10196.900000000001,-209.81000000000003
2026-01-01 03:15:00+00:00,10283.930000000002,87.02999999999999
2026-01-01 03:45:00+00:00,10317.920000000002,33.99000000000001
2026-01-01 04:15:00+00:00,10109.520000000002,-208.4
2026-01-01 04:30:00+00:00,9901.120000000003,-208.4
2026-01-01 04:45:00+00:00,9695.330000000002,-205.79
2026-01-01 05:00:00+00:00,9778.230000000001,82.89999999999999
2026-01-01 05:15:00+00:00,9813.160000000002,34.92999999999998
2026-01-01 05:30:00+00:00,9893.04,79.87999999999997
2026-01-01 05:45:00+00:00,10042.27,149.23
2026-01-01 06:00:00+00:00,10128.12,85.85000000000001
2026-01-01 06:15:00+00:00,10032.95,-95.17000000000002
2026-01-01 06:30:00+00:00,10190.44,157.48999999999998
2026-01-01 06:45:00+00:00,10403.51,213.07
2026-01-01 07:00:00+00:00,10188.91,-214.60000000000002
2026-01-01 07:15:00+00:00,9980.94,-207.97
2026-01-01 07:45:00+00:00,10019.36,38.41999999999998
2026-01-01 08:00:00+00:00,10097.07,77.71000000000001
2026-01-01 08:30:00+00:00,10356.35,259.28000000000003
2026-01-01 08:45:00+00:00,10500.2,143.84999999999997
2026-01-01 09:30:00+00:00,10769.980000000001,269.78000000000003
2026-01-01 09:45:00+00:00,10546.400000000001,-223.57999999999998
2026-01-01 10:00:00+00:00,10330.53,-215.86999999999998
2026-01-01 10:15:00+00:00,10492.78,162.24999999999997
2026-01-01 10:30:00+00:00,10524.880000000001,32.099999999999994
2026-01-01 10:45:00+00:00,10653.68,128.8
2026-01-01 11:15:00+00:00,10435.220000000001,-218.46
2026-01-01 11:30:00+00:00,10653.310000000001,218.09
2026-01-01 11:45:00+00:00,10795.2,141.89000000000001
2026-01-01 12:15:00+00:00,10921.7,126.50000000000001
2026-01-01 12:30:00+00:00,11055.35,133.65
2026-01-01 12:45:00+00:00,11163.98,108.63000000000004
2026-01-01 13:00:00+00:00,11407.439999999999,243.46
2026-01-01 13:30:00+00:00,11173.069999999998,-234.36999999999998
2026-01-01 13:45:00+00:00,10943.619999999997,-229.45
2026-01-01 14:00:00+00:00,11046.149999999998,102.53000000000002
2026-01-01 14:15:00+00:00,11088.739999999998,42.58999999999997
2026-01-01 14:30:00+00:00,11183.439999999999,94.70000000000002
2026-01-01 14:45:00+00:00,11226.509999999998,43.06999999999999
2026-01-01 15:15:00+00:00,10996.419999999998,-230.09
2026-01-01 15:30:00+00:00,11085.999999999998,89.57999999999998
2026-01-01 15:45:00+00:00,10861.919999999998,-224.08
2026-01-01 16:00:00+00:00,10950.359999999999,88.43999999999997
2026-01-01 16:15:00+00:00,10986.609999999999,36.250000000000014
2026-01-01 16:30:00+00:00,10765.159999999998,-221.45
2026-01-01 16:45:00+00:00,10809.609999999999,44.449999999999996
2026-01-01 17:00:00+00:00,10848.31,38.699999999999974
2026-01-01 18:15:00+00:00,10625.88,-222.43
2026-01-01 18:30:00+00:00,10675.91,50.03
2026-01-01 18:45:00+00:00,10714.16,38.249999999999986
2026-01-01 19:00:00+00:00,10495.01,-219.14999999999998
2026-01-01 19:45:00+00:00,10535.36,40.34999999999997
2026-01-01 20:00:00+00:00,10573.0,37.63999999999997
2026-01-01 20:15:00+00:00,10719.67,146.66999999999996
2026-01-01 20:45:00+00:00,10815.67,96.00000000000001
2026-01-01 21:00:00+00:00,10931.55,115.88
2026-01-01 21:15:00+00:00,11020.56,89.00999999999996
2026-01-01 21:30:00+00:00,11046.029999999999,25.469999999999988
2026-01-01 22:00:00+00:00,11085.63,39.59999999999999
2026-01-01 22:15:00+00:00,11125.23,39.59999999999999
2026-01-01 22:30:00+00:00,10897.88,-227.35
2026-01-01 22:45:00+00:00,10678.16,-219.71999999999997
2026-01-01 23:15:00+00:00,10826.44,148.27999999999997
2026-01-01 23:45:00+00:00,10694.87,-131.57
2026-01-02 00:00:00+00:00,10996.62,301.75
2026-01-02 00:15:00+00:00,11099.78,103.16000000000001
2026-01-02 00:45:00+00:00,11229.91,130.13
2026-01-02 01:30:00+00:00,11279.55,49.63999999999999
2026-01-02 02:00:00+00:00,11049.22,-230.32999999999998
2026-01-02 02:15:00+00:00,11097.96,48.73999999999998
2026-01-02 02:30:00+00:00,11121.009999999998,23.049999999999994
2026-01-02 02:45:00+00:00,11211.449999999999,90.43999999999997
2026-01-02 03:30:00+00:00,11321.38,109.93000000000002
2026-01-02 04:15:00+00:00,11344.89,23.509999999999994
2026-01-02 04:30:00+00:00,11379.49,34.599999999999994
2026-01-02 04:45:00+00:00,11423.36,43.86999999999998
2026-01-02 05:15:00+00:00,11464.17,40.80999999999999
2026-01-02 07:00:00+00:00,11514.89,50.719999999999985
2026-01-02 07:15:00+00:00,11556.15,41.25999999999998
